Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
H2-T23	-	-	-	-	-	-	-	-	-	-	-	0.29	0.74	0.97	0.88	0.21	0.97	0.8	1	0.14	0.88	0.68	0.07	-	-	-	-	-
H2-T24	-	0.51	0.36	0.82	0.41	0	0.48	0.01	0.91	0.83	0.89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0.68	0.35
H2afx	-	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
H2afz	-	0.2	0	0	0	0	0	0	0	0	0	0	0.21	0	0.64	0	0	0	0	0	0	0	0	-	-	0.08	0.49	0.23
H6pd	-	0.09	0.01	0.01	0	0	0.26	0	0.9	0.05	0	0.54	0.23	0.76	0.29	0.04	0.03	0.04	0.05	0.05	0.02	0.03	0.02	0.03	0.04	0	0	0
Hacl1	-	0.45	0.15	0	0	0	0	0	0	0	0	0.3	0.5	0.49	0.89	0.14	0.31	0.54	0.2	0.03	0.2	0.2	0.58	-	-	0	0	0
Hal	-	0.6	0.43	0.3	0.41	0.63	0.86	0.78	0.27	0.74	0.7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hapln1	-	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.08	0.19	0.21	0.16	0.29	0.17	0.18	0.12	0	0	0	0	0
Has2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.38	0.36	0.2	0.28	0.26	0.32	0.36	0.66	0	0	0.28	0	0
Hat1	-	0.01	0.79	0.03	0	0	0.01	0	0	0	0	0.04	0.64	0.13	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haus3	-	0.64	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.02	0.05
Haus6	-	0.45	0.03	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.61	0.14	0.21
Hbegf	-	0	0.9	0.23	0.9	0.73	0.01	0.54	0.38	0	0	0.9	0.1	0.08	0.06	0.97	0.8	0.61	0.27	0.03	0.06	0.02	0	0.34	0.25	0.7	0.6	0.04
Hcls1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Hdac11	-	0.24	0	0	0	0	0	0	0.62	0	0	0.11	0.71	0.78	0.17	0.22	0	0.01	0	0	0	0	0	0.09	0.53	0.02	0.99	0.08
Hdc	-	-	-	-	-	-	-	-	-	-	-	0.81	0.43	0.54	0.28	0.61	0.59	0.53	0.7	0.86	0.51	0.44	0.92	-	-	0	0.73	0.47
Hdhd3	-	0.51	0.69	0.17	0.04	0	0.01	0	0.72	0	0	0.02	0.33	0.96	0.58	0.49	0.12	0.12	0	0	0	0	0	0.01	0	0.68	0.01	0
Heatr1	-	0.41	0.07	0.02	0	0	0	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0.11	0.46	0.02	0	0
Heatr5a	-	0.4	0	0	0	0	0	0	0	0	0	0	0.63	0.27	0.35	0	0	0	0	0	0	0	0	0	0	-	-	-
Hebp2	-	0.28	0.04	0	0	0	0	0	0	0	0	0.69	0.95	0.81	0.61	0	0	0	0	0	0	0	0	-	-	0	0	0
Hells	-	0.33	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0.97	0.6	0.95	0.39	0.8	0.66	0.68	0.11	0	0	0	0	0
Helz2	-	0	0.01	0	0.02	0	0.92	0	0	0.01	0.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.23	0	0.05
Herc6	-	0.92	0.97	0.96	0	0	0.03	0.18	0.57	0.02	0.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hes5	-	0	0	0	0.01	0	0	0	0.81	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.28	0	0
Hfe	-	0.11	0	0	0	0	0	0	0	0	0	0.08	0.04	0.15	0.17	0	0	0	0	0	0.04	0.06	0.27	-	-	0	0	0
Hhatl	-	0.48	0.9	0.28	0.25	0.42	0	0.84	0.03	0.02	0	0.94	0.78	0.99	0.45	0.6	0.54	0.72	0.37	0	0	0	0	-	-	-	-	-
Hic1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Hif1a	-	0.32	0.14	0.45	0.31	0.86	0.83	0.92	0.67	0	0	0.01	0.5	0.27	0.4	0	0	0	0	0	0	0	0.01	0	0	0	0	0
Hilpda	-	0.75	0.91	0.44	0.38	0	0.05	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0	0.01
Hirip3	-	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Hist2h2be	-	0	0.07	0.11	0	0	0	0	0	0.07	0	0	0.01	0	0.03	0.05	0.07	0.05	0.08	0	0.05	0.02	0.01	0.4	0.22	-	-	-
Hist3h2a	-	0.26	0.21	0	0	0	0	0	0.01	0.03	0	0.16	0.18	0.91	0.02	0.19	0.89	0.82	0.98	0.3	0.82	0.9	0.8	0.49	0.13	0	0	0
Hist3h2ba	-	-	-	-	-	-	-	-	-	-	-	0.38	0.97	0.44	0.01	0	0.95	0.86	0.56	0.01	0.86	0.88	0.73	0	0	-	-	-
Hivep2	-	0.01	0	0	0.02	0	0.01	0	0	0.04	0.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.59	0.29	0
Hivep3	-	0.1	0.53	0.71	0.11	0.39	0.37	0.93	0.98	0.03	0.26	0	0.05	0.05	0.02	0.21	0.06	0.02	0.37	0.01	0.66	0.21	0.08	-	-	-	-	-
Hjurp	-	0	0.21	0.29	0	0.35	0.27	0.02	0.65	0	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hk3	-	-	-	-	-	-	-	-	-	-	-	0.59	0.03	0.12	0.7	0.01	0.09	0.03	0.12	0.16	0.07	0.59	0.04	-	-	-	-	-
Hkdc1	-	0.06	0.94	0.6	0.4	0.63	0.23	0.59	0	0.47	0.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Hlf	-	0	0	0	0	0	0	0	0	0	0	0.7	0.97	0.02	0.27	0.29	0.32	0.11	0.56	0.72	0.19	0.4	0	-	-	0	0	0
Hmga2	-	0.03	0	0.24	0.46	0	0.02	0	0	0	0	0	0	0	0	0.98	0.76	0.52	0.73	0.63	0.68	0.68	0.72	0	0	0.01	0	0.01
Hmga2-ps1	-	0.13	0.06	0.13	0.52	0.12	0.38	0.38	0.78	0.33	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hmgb2	-	0.35	0.51	0.09	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Hmgcs2	-	0	0	0	0	0	0	0	0	0	0	0.26	0.43	0.76	0.19	0.01	0.17	0.01	0	0	0	0	0	-	-	0	0	0
Hmha1	-	0.02	0.03	0.32	0.25	0.2	0.02	0.17	0.55	0.86	0.21	0.88	0.59	0.69	0.18	0.39	0.53	0.5	0.47	0.49	0.48	0.5	0.49	0.67	0.45	-	-	-
Hmmr	-	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.71	0.86	0.61	0.76	0.14	0.38	0.99	0	0	0.17	0	0
Hmox1	-	0.27	0.05	0.53	0	0	0	0	0	0	0	0.89	0.68	0.94	0.71	0	0	0	0	0	0	0	0	-	-	0	0	0
Hmx1	-	0	0	0	0	0	0	0	0	0	0	0	0.46	0.02	0.03	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Hn1	-	0.05	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.19	0.77	0	0.01	0.03
Hnf4aos	-	0.58	0.28	0.28	0.2	0.53	0.39	0.47	0.04	0.51	0.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hnrnpab	-	0.19	0.01	0.13	0	0.01	0	0.02	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
Hpgd	-	0.14	0.05	0.17	0.17	0.37	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.03	0	-	-	0.3	0.01	0
Hs6st2	-	0	0	0	0	0	0	0	0	0	0.36	0.06	0.39	0.02	0.35	0	0	0	0	0	0	0	0	0.51	0	0	0	0
Hsd11b1	-	0.12	0.96	0.45	0	0.15	0.38	0	0	0	0	0.84	0.9	0.94	0.53	0.63	0.88	0.54	0.75	0.16	0.04	0	0	-	-	0.01	0.01	0.05
Hsd11b2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Hsd17b2	-	0.14	0.04	0.07	0.21	0.04	0.46	0.01	0.77	0.39	0.98	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Hsd3b7	-	0.43	0.53	0.64	0.83	0.39	0.04	0.29	0.81	0.02	0	0.05	0.01	0.01	0.01	0.4	0.47	0.49	0.93	0.05	0.47	0.26	0.35	0	0	0.1	0.05	0.03
Hsf4	-	0	0	0	0	0	0	0	0	0	0	0.98	0.65	0.78	0.95	0	0	0	0	0	0	0	0	-	-	0	0	0
Hspb2	-	0	0.01	0	0	0	0	0	0	0	0	0.05	0.95	0.05	0.89	0	0	0	0	0	0	0	0	-	-	0	0	0
Hspd1	-	0.03	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0
Hspg2	-	0.02	0	0	0.01	0	0	0	0.98	0	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Htr1d	-	0.34	0.45	0.92	0	0.52	0.63	0.69	0.04	0.25	0.06	0.14	0.14	0.09	0.15	0	0.05	0.93	0.91	0.52	0.45	0.94	0.96	-	-	0.01	0.15	0.03
Htr2b	-	-	-	-	-	-	-	-	-	-	-	0.45	0.09	0	0.38	0.75	0.63	0.94	0.55	0.09	0.57	0.6	0.28	0.16	0.05	0.03	0.01	0
Htra3	-	0	0	0	0	0	0	0	0	0	0	0.3	0.87	0	0.63	0	0	0	0	0	0	0	0	-	-	0	0	0
Hyls1	-	0.95	0.01	0	0.05	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Icam1	-	0.01	0.05	0.08	0.48	0.03	0.23	0.06	0	0.01	0.35	0.5	0.03	0.74	0.06	0.24	0.29	0.42	0.23	0.11	0.01	0.07	0	-	-	0.05	0.47	0.03
Ier2	-	0.54	0.01	0	0	0	0	0	0	0	0	0.69	0.88	0.43	0.38	0.89	0.39	0.6	0.44	0.9	0.68	0.75	0.73	-	-	0	0	0
Ier3	-	0.12	0.04	0.02	0.02	0.25	0.06	0.74	0.31	0.29	0	0.78	0.51	0.75	0.26	0.81	0.89	0.94	0.98	0.84	0.93	0.92	0.44	0.93	0.09	0.64	0.09	0
Ier5	-	0	0	0	0	0	0	0	0.58	0	0	0.24	0	0	0	0.95	0.7	0.94	0.88	0.82	0.7	0.83	0.54	0	0	0.13	0.16	0.44
Ier5l	-	0	0.42	0.09	0	0	0	0	0	0	0	0.12	0.01	0.08	0.26	0.02	0.3	0.2	0.03	0	0.01	0.01	0.01	-	-	0	0	0
Iffo2	-	0.43	0.29	0.04	0.01	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0.04	0.2
Ifi204	-	0.81	0.3	0.49	0.45	0.89	0.38	0.3	0.59	0.18	0.34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.72	0.21	0.01
Ifi27l2a	-	0.21	0.38	0.43	0.46	0.93	0.78	0.58	0.68	0.12	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.81	0.1
Ifi44	-	0.55	0.55	0.74	0.13	0.25	0	0.01	0	0.51	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.56	0.2	0.08
Ifi47	-	0.05	0.03	0.54	0.03	0.14	0.03	0.06	0.26	0.17	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.64	1	0.08
Ifih1	-	0	0.01	0.01	0.17	0	0.09	0.01	0.2	0.39	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.01
Ifit1	-	0.94	0.11	0.89	0.02	0.11	0	0	0.76	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ifit3	-	0.57	0.41	0.16	0	0	0	0	0	0	0	0	0	0	0	0.85	0.89	0.71	0.44	0.06	0.37	0.24	0	-	-	0.23	0	0
Ifitm1	-	0	0	0	0	0	0	0	0	0.06	0	0.14	0.05	0.59	0.45	0.4	0.11	0.07	0.05	0.02	0.15	0.22	0.05	0.72	0.95	0.01	0	0.02
Ifitm10	-	0.7	0.77	0.6	0.07	0.15	0.35	0.2	0	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ifitm3	-	0	0	0	0.67	0.01	0.23	0.25	0.51	0.67	0.4	0.02	0.81	0.03	0.35	0.04	0.02	0.05	0.12	0.06	0.25	0.99	0.72	0.53	0	0.96	0.27	0.94
Ifrd1	-	0.03	0	0	0.18	0.08	0	0.6	0.13	0	0	0	0	0	0	0.61	0.86	0.76	0.99	0.9	0.9	0.78	0.9	0	0	0	0	0
Igdcc3	-	0	0.48	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Igdcc4	-	0	0	0.98	0	0	0	0	0.01	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Igfbp3	-	0.01	0	0	0	0	0	0	0	0	0	0	0.2	0.03	0.03	0	0	0	0	0	0	0	0	0.01	0.14	0	0	0.09
Igfbp5	-	0.4	0.57	0.04	0.05	0	0.14	0	0	0	0.65	0.96	0	0	0	0	0.01	0.05	0.01	0	0	0	0	0.02	0	0	0.09	0.09
Igfbp7	-	-	-	-	-	-	-	-	-	-	-	0.06	0.06	0	0.05	0	0	0	0	0	0	0	0	0	0.02	0	0	0
Igsf11	-	0	0.02	0.05	0.3	0.14	0.05	0.35	0.6	0.45	0.53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Igsf6	-	-	-	-	-	-	-	-	-	-	-	0.77	0.85	0.65	0	0.54	0.84	0.38	0.83	0.88	0.68	0.51	0.8	-	-	-	-	-
Igsf9	-	0.27	0	0	0	0	0	0	0	0.01	0	0	0.25	0	0	0.01	0.03	0.11	0.92	0.15	0.13	0.06	0.01	0.05	0.14	0.91	0.2	0.27
Igtp	-	0	0	0	0	0	0	0	0	0.25	0	0.73	0.28	0.17	0.64	0.09	0.15	0.49	0.79	0.54	0.33	0.3	0.32	-	-	0.01	0	0
Iigp1	-	0	0	0	0	0	0	0	0	0.01	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ikbke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	0.76	0.5
Ikzf1	-	-	-	-	-	-	-	-	-	-	-	0.84	0.93	0.52	0.86	0.8	0.8	0.74	0.56	0.9	0.75	0.98	0.11	-	-	-	-	-
Il10rb	-	0.01	0.22	0.04	0.44	0.01	0.62	0	0.06	0.01	0.13	0.25	0.96	0.5	0.57	0.67	0.75	0.51	0.97	0.33	0.79	0.87	0.92	-	-	0	0	0
Il11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Il13ra1	-	0.15	0.02	0.16	0.03	0.02	0.22	0.06	0.01	0.34	0.02	0.71	0.08	0.16	0.06	0.01	0.02	0.1	0.4	0.06	0.08	0.17	0.08	-	-	0.02	0.02	0
Il17ra	-	-	-	-	-	-	-	-	-	-	-	0.29	0.06	0	0.07	0.93	0.93	0.98	0.93	0.99	0.88	0.92	0.93	0	0	0.1	0.07	0.1
Il17rc	-	-	-	-	-	-	-	-	-	-	-	0.33	0.44	0.36	0.32	0.14	0	0.01	0	0	0	0	0	-	-	0.07	0	0.04
Il18bp	-	-	-	-	-	-	-	-	-	-	-	0.83	0.56	0.63	0.26	0.06	0	0.01	0	0	0.01	0.01	0	-	-	0	0	0
Il1a	-	0.61	0.79	0.5	0.04	0.32	0.85	0.88	0.95	0.29	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Il1b	-	0.35	0.36	0.95	0.02	0.07	0.61	0.01	0	0	0	0.48	0.26	0.58	0.53	0.21	0.89	0.54	0.94	0.01	0.59	0.58	0.01	-	-	0	0	0
Il1f9	-	0.28	0.7	0.1	0.24	0	0.11	0.1	0.93	0.14	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Il1r1	-	-	-	-	-	-	-	-	-	-	-	0.64	0.58	1	0.72	0.36	0.44	0.25	0.12	0.13	0.2	0.82	0.27	-	-	0.71	0.01	0.03
