Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Dzank1	-	0.03	0.56	0.45	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E230016M11Rik	-	0.09	0.03	0	0.01	0	0	0	0.05	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E330009J07Rik	-	0	0.22	0.67	0.72	0.31	0.43	0.28	0.01	0	0	0.01	0	0.09	0.01	0.37	0.44	0.65	0.85	0.65	0.61	0.35	0.5	0.01	0.31	0	0	0
Eci3	-	0.9	0.24	0.55	0.62	0.14	0.58	0.18	0.33	0.09	0.42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0.02	0.05
Eef1e1	-	0.69	0.23	0.05	0.04	0	0	0	0	0	0	0	0	0	0	0.65	0.01	0.01	0	0.04	0	0	0	0	0	0	0	0
Efcab11	-	0	0.47	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Efemp2	-	0	0	0.04	0.54	0.23	0.26	0	0.03	0.01	0	0.01	0.37	0.12	0.19	0.06	0.8	0.74	0.05	0.05	0.49	0.62	0.5	-	-	0.24	0.6	0.29
Efnb3	-	0	0	0	0	0	0	0	0	0	0	0	0.01	0.13	0.03	0.08	0.57	0.81	0.26	0.31	0.92	0.74	0.28	0.16	0.6	0.01	0	0
Ehd1	-	0.02	0	0.53	0	0	0.33	0.02	0.05	0.6	0.94	0.71	0.03	0.11	0.13	0	0	0	0.01	0.11	0.21	0.23	0	-	-	0	0	0
Eif4a1	-	0.94	0.99	0.83	0	0.01	0	0	0	0	0	0.01	0.15	0	0	0.48	0.03	0.01	0	0	0	0	0	0	0.18	0	0.06	0
Eif6	-	0.07	0.14	0.79	0	0	0	0	0.04	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0.17	0	0
Elf3	-	0.74	0.74	0.59	0	0	0	0.03	0	0	0	0.44	0.63	0.16	0.66	0.04	0.06	0.33	0.05	0.12	0.21	0.47	0	-	-	-	-	-
Elmo3	-	0	0	0	0.01	0.01	0.57	0	0	0	0	0.11	0.74	0.45	0.12	0.01	0.01	0	0.04	0	0.17	0.01	0.31	0.19	0.48	0	0.43	0.19
Eml6	-	0.12	0.11	0.15	0	0.01	0.18	0	0.03	0	0.85	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0.1	0.04
Enox1	-	0	0	0	0.1	0	0	0	0	0.5	0.02	0	0	0	0	0.08	0.12	0.01	0	0.21	0.04	0.02	0.73	-	-	-	-	-
Enpp5	-	0	0	0.9	0	0	0.03	0	0	0	0.81	0.31	0.03	0.94	0.34	0.2	0	0	0	0.66	0	0	0	-	-	0	0	0
Entpd1	-	0.02	0.83	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.73	0.1	0.2
Epm2a	-	0.73	0.54	0.17	0.9	0	0	0	0.16	0.06	0	0.01	0.87	0.33	0.62	0.55	0.54	0.37	0.32	0.42	0.42	0.49	0.86	-	-	-	-	-
Epsti1	-	0.25	0.64	0.21	0.03	0.38	0.92	0.07	0.43	0.23	0.58	0.32	0.61	0.6	0.52	0.55	0.69	0.95	0.97	0.67	0.96	0.93	0.96	-	-	0.01	0.96	0.9
Erc1	-	0.26	0.05	0.37	0	0	0	0	0	0	0	0	0	0	0	0.25	0.21	0.79	0.35	0.59	0.44	0.78	0.78	0	0	0	0	0
Ercc1	-	0.72	0.03	0	0.22	0.56	0.18	0.61	0	0.06	0.34	0	0	0	0.02	0.27	0.26	0.17	0.65	0.11	0.61	0.66	0.38	-	-	0.12	0.66	0.04
Ermn	-	0.68	0.31	0.35	0.3	0.2	0.04	0.2	0	0.12	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Errfi1	-	0.01	0	0	0	0	0	0	0	0.36	0.94	0.54	0.77	0	0.9	0.01	0.01	0.03	0.02	0.15	0.03	0.14	0.06	0.35	0.1	0	0	0
Erv3	-	0.74	0.56	0.33	0.69	0.23	0.54	0.03	0.06	0	0.23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ethe1	-	0.01	0.01	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.31	0	0	0.19	0.6	-	-	0	0	0
Eva1b	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Evi2a	-	0.02	0.19	0.2	0.47	0.01	0	0	0.09	0.02	0.01	0.74	0.32	0.05	0.85	0.4	0.06	0.84	0.32	0.66	0.93	0.72	0.76	-	-	0.22	0.34	0.18
Evi5l	-	0	0.16	0.16	0	0	0	0	0	0.01	0	0	0.01	0.39	0.06	0.03	0.81	0.7	0.44	0.31	0.76	0.5	0	-	-	-	-	-
F5	-	0.01	0.01	0	0.03	0	0.68	0.02	0.16	0	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.04	0	0
F8	-	0.21	0.35	0.34	0	0	0	0	0.02	0	0	0.59	0.58	0.76	0.54	0.43	0.84	0.36	0.62	0.75	0.89	0.79	0.21	-	-	0	0.1	0
Faim2	-	0.86	0.25	0	0	0	0	0	0	0	0	0.16	0.28	0.21	0.65	0	0	0	0	0	0	0	0	-	-	-	-	-
Fam120aos	-	0.42	0.08	0.04	0.13	0.11	0.58	0.68	0.03	0.93	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam120c	-	0.27	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam131b	-	0.02	0.15	0	0.04	0.01	0	0.01	0.28	0.99	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Fam162a	-	0.79	0.6	0.18	0.31	0.42	0.8	0	0	0	0.86	0.73	0.01	0	0.03	0.12	0.14	0.15	0.81	0.7	0.38	0.31	0.01	-	-	0.02	0.03	0.32
Fam169a	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam196a	-	0	0	0	0.74	0	0	0	0.2	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam198b	-	0	0	0	0	0	0	0	0	0	0.64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam19a4	-	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.03	0.12	0.09	0.79	0.28	0.73	-	-	-	-	-
Fam20a	-	-	-	-	-	-	-	-	-	-	-	0.17	0.03	0.21	0.14	0.08	0.01	0.61	0.96	0.06	0.23	0.8	0.28	-	-	-	-	-
Fam20c	-	0	0	0	0.61	0.38	0.76	0.15	0.03	0.36	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fam229b	-	0	0.11	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fam96b	-	0.06	0.73	0.12	0.19	0.42	0.13	0	0.88	0.08	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0.67	0.01
Fbln1	-	0.02	0.13	0	0	0	0	0	0	0.22	0	0.41	0.18	0.49	0.43	0	0.02	0.02	0.14	0.03	0.62	0.09	0.04	0.29	0.23	0	0	0
Fbln5	-	0	0	0	0	0	0	0	0	0	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fbn2	-	0.01	0.66	0.07	0	0.03	0.03	0	0.75	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.19	0
Fbxl8	-	-	-	-	-	-	-	-	-	-	-	0.48	0.07	0.08	0.25	0.51	0.97	0.96	0.65	0.05	0.55	0.53	0.03	-	-	0	0.01	0
Fbxo10	-	0.99	0.71	0.9	0	0	0.16	0	0.51	0.9	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fbxo41	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0.19	0	0.02	0.08	0.07	0.02	0.04	0.01	0.02	0.03	-	-	-	-	-
Fbxo6	-	0	0.08	0	0	0	0.06	0	0	0.17	0.02	0	0	0	0	0	0.01	0	0.01	0.09	0.03	0.17	0.23	0	0	0	0	0
Fcgr4	-	0.27	0.9	0.42	0.58	0.96	0.62	0.08	0.09	0	0.68	0.48	0.02	0.14	0.03	0	0	0	0	0	0	0	0	-	-	-	-	-
Fermt3	-	0.05	0.21	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0.03	0.04	0.09	0.06	0.13	0.12	0.03	0.02	0.1	-	-	0	0	0
Fgf14	-	0.06	0.13	0.06	0.5	0.3	0.82	0.08	0.21	0.28	0.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Fgf18	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0
Figf	-	0.06	0.07	0.03	0	0.01	0.88	0.03	0.01	0.22	0.03	0.01	0	0.03	0	0.02	0.17	0.03	0.03	0.13	0.06	0.07	0.01	-	-	0.92	0.19	0.41
Fign	-	0	0	0	0	0	0	0	0	0	0	0.69	0.03	0.2	0.04	0.39	0.35	0.21	0.5	0.19	0.02	0	0.17	0.21	0.87	0	0	0
Fli1	-	0	0	0	0.25	0	0.05	0	0	0	0	0.06	0.28	0.12	0.72	0.17	0.11	0.13	0.13	0.36	0.15	0.19	0.16	0.25	0.34	0.01	0	0.43
Flrt1	-	0	0	0	0.17	0.3	0.01	0.16	0.04	0.02	0.03	0.01	0.01	0.16	0.05	0.65	0.81	0.2	0.26	0.1	0.33	0.05	0.91	-	-	-	-	-
Flt4	-	0.7	0.71	0.71	0.17	0.98	0.93	0.31	0	0	0	0.05	0.38	0.35	0.61	0.6	0.66	0.93	0.43	0.7	0.73	0.38	0.12	0	0	0	0.17	0.53
Fmo1	-	0	0	0	0	0	0.09	0.13	0	0.68	0	0.01	0	0.01	0	0	0.45	0.72	0.21	0.98	0.1	0.11	0.33	-	-	0	0.07	0
Fmod	-	0	0	0	0	0	0	0	0.18	0	0	0.02	0.01	0.03	0	0.04	0.07	0.1	0.42	0.94	0.32	0.56	0.2	-	-	0.58	0.88	0.02
Fndc4	-	0	0	0.01	0.28	0.08	0	0.1	0.74	0.17	0.99	0.12	0.21	0.05	0.16	0.19	0.44	0.83	0.52	0.54	0.12	0.5	0.62	-	-	0	0	0
Fras1	-	0.03	0.08	0	0	0.67	0	0.1	0	0.01	0.02	0.72	0.67	0.03	0.26	0.11	0.06	0.14	0.06	0.54	0.05	0.52	0.09	-	-	-	-	-
Frem1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Frmd3	-	0	0	0	0	0	0	0	0	0	0	0.94	0.16	0.27	0.3	0.31	0	0	0	0.3	0	0	0	-	-	-	-	-
Frrs1l	-	0	0	0	0	0	0	0	0.09	0	0.69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fstl3	-	0.84	0.46	0.87	0	0	0.01	0	0	0	0	0.14	0.94	0.65	0.47	0.17	0	0	0	0.12	0	0	0.02	-	-	0.03	0.01	0
Ftx	-	0.01	0.16	0.1	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Fyb	-	-	-	-	-	-	-	-	-	-	-	0.12	0.98	0	0.32	0.48	0.39	0.23	0.05	0.49	0.3	0.16	0.59	-	-	0	0	0
Fzd3	-	0.67	0.87	0.1	0	0	0	0	0	0	0	0.29	0.3	0.01	0.01	0.89	0.57	0.28	0.2	0.22	0.15	0.11	0.04	0.01	0	0	0.04	0.21
Fzd5	-	0.01	0.31	0.27	0.01	0	0	0.3	0	0.01	0.01	0.37	0.02	0.5	0	0.86	0.58	0.67	0.5	0.96	0.64	0.6	0.69	0	0	0.05	0.03	0.5
Fzd8	-	0	0	0	0	0	0	0	0	0	0	0.58	0.96	0.34	0.45	0.59	0.06	0.17	0.27	0.5	0.3	0.7	0.52	0.73	0.8	0	0	0
G0s2	-	0	0	0	0	0	0	0	0	0	0.2	0.11	0.03	0.07	0.01	0.25	0.16	0.19	0.21	0.22	0.28	0.29	0.27	-	-	0	0	0
Gabra1	-	0.1	0.6	0.61	0.03	0.03	0.14	0.51	0.07	0.5	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0.14	0.3
Gabra5	-	0.71	0.75	0.42	0.83	0.64	0.02	0.29	0.17	0.04	0.54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gadd45b	-	0	0	0	0	0	0	0	0	0	0	0.93	0.59	0.62	0.54	0	0	0	0	0	0	0	0	-	-	0	0	0
Gale	-	0	0	0	0.43	0.01	0.19	0.22	0.03	0.07	0.12	0.17	0.2	0.86	0.6	0.5	0.2	0.31	0.08	0.83	0.11	0.01	0	-	-	0	0	0
Galnt13	-	0.02	0.01	0.01	0.09	0.01	0.58	0	0.02	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Galnt15	-	0.91	0.79	0.82	0.54	0.36	0.8	0.36	0.94	0.81	0.83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Galnt16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Galnt3	-	0.32	0	0	0.99	0.02	0	0	0.58	0	0.65	0.02	0	0.58	0	0.97	0.55	0.99	0.5	0.42	0.56	0.59	0.92	0	0.07	0.19	0.01	0
Ganc	-	0.04	0.26	0.03	0.06	0.02	0.03	0.02	0.08	0.01	0	0.05	0.82	0.1	0.07	0.06	0.06	0.02	0.1	0	0	0	0	-	-	0.01	0.02	0
Gata3	-	0	0	0	0	0	0	0	0.11	0	0.12	0.01	0	0	0	0	0.02	0.02	0.34	0	0.11	0.16	0.5	-	-	0	0	0
Gatm	-	0.6	0.93	0.86	0.33	0	0.09	0	0	0	0	0.16	0.21	0	0.08	0.73	0.44	0.61	0.6	0.85	0.94	0.96	0.78	-	-	0.03	0	0
Gdap10	-	0	0	0.02	0.09	0	0	0	0.63	0.06	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.59	0.9	0.27
Gdf6	-	-	-	-	-	-	-	-	-	-	-	0.53	0.04	0	0	0.61	0.88	0.85	0.67	0.64	0.39	0.91	0.78	-	-	-	-	-
Gemin6	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Gfra2	-	0.47	0.74	0.59	0.02	0	0.01	0	0.3	0.83	0.16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ggn	-	0.62	0.33	0.78	0.3	0.73	0.32	0.37	0.05	0.61	0.45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gja5	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Glra1	-	0.06	0.01	0	0.01	0	0	0	0.11	0.49	0.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Glyctk	-	0	0	0.01	0	0	0	0	0	0.95	0	0.82	0.89	0.22	0.64	0.69	0.62	0.93	0.95	0.02	0.87	0.58	0	-	-	0	0	0
Gm14446	-	0.25	0.83	0.51	0	0	0.01	0	0.18	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gm15800	-	0.89	0.12	0.53	0	0.36	0.19	0.07	0	0	0.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gm16386	-	0.1	0.86	0.13	0.03	0	0.01	0	0.03	0.01	0.24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gm608	-	0.24	0.85	0	0	0	0	0	0	0.36	0.02	0	0	0	0	0.63	0.73	0.84	0.65	0.73	0.9	0.5	0.99	0	0	-	-	-
Gm7444	-	0.83	0.24	0.51	0.04	0.64	0.02	0.94	0.05	0.21	0.79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gm9899	-	0.61	0.36	0.25	0	0.09	0.12	0	0	0.84	0.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gmds	-	0.15	0.43	0.2	0.01	0	0	0	0	0	0	0.01	0.19	0.11	0.94	0.07	0.08	0.05	0.2	0.87	0.04	0.03	0.6	0.98	0.47	-	-	-
Gmfg	-	-	-	-	-	-	-	-	-	-	-	0.03	0.8	0.78	0.92	0.42	0.41	0.15	0.41	0.36	0.28	0.35	0.26	-	-	-	-	-
Gmppb	-	0.24	0.3	0.28	0.42	0.48	0	0	0.01	0	0.05	0	0.43	0.57	0.73	0.05	0.42	0.22	0.11	0.14	0.32	0.41	0.07	-	-	0.2	0	0
Gnai1	-	0	0	0	0.66	0.42	0.38	0.11	0	0	0.66	0.15	0	0.11	0.63	0.65	0.31	0.03	0.62	0.37	0.9	0.63	0.13	0.83	0.28	0	0	0
Gng4	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.06	0.08
Gnl3	-	0.85	0.34	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0.01	0	0	0	0	0	0	0	0.8	0.22	0.1
Golt1b	-	0.19	0.18	0.05	0.01	0	0	0	0	0	0	0.26	0.07	0.83	0.08	0.8	0.82	0.27	0.53	0.55	0.83	0.14	0.03	-	-	0	0	0
Gpatch4	-	0.95	0.29	0.82	0.28	0.02	0	0.17	0	0	0.01	0.02	0	0	0	0.23	0.95	0.96	0.63	0.29	0.9	0.9	0.72	0	0	0.04	0.1	0.03
Gpd2	-	0.24	0.09	0.16	0	0	0	0	0	0	0	0	0	0.01	0.02	0.95	0.88	0.98	0.9	0.95	0.94	0.89	0.04	0.19	0.03	0	0	0
Gpm6a	-	0	0	0	0	0	0	0	0.74	0.16	0	0	0	0	0	0.79	0.75	0.75	0.82	0.91	0.73	0.81	0.63	0.01	0	0	0	0
Gpr17	-	-	-	-	-	-	-	-	-	-	-	0.05	0	0.01	0.01	0.01	0.49	0.11	0.06	0.01	0	0.01	0.02	0.03	0.73	-	-	-
Gpr171	-	0.09	0.65	0.49	0.18	0	0.92	0	0.11	0.48	0.02	0.04	0.04	0.01	0.14	0.24	0.94	0.82	0.86	0.81	0.93	0.98	0.79	-	-	-	-	-
Gpr20	-	-	-	-	-	-	-	-	-	-	-	0.09	0.7	0.63	0.07	0.8	0.45	0.44	0.52	0.34	0.48	0.47	0.16	-	-	-	-	-
Gpr37	-	0.01	0.02	0	0.25	0.38	0.35	0.37	0	0.84	0.9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.25	0.33	0.95
Gpr50	-	0	0	0	0	0	0	0	0	0	0	0.61	0.62	0.56	0.76	0.57	0.22	0.09	0.04	0	0.39	0.15	0	-	-	-	-	-
Gpr75	-	0.89	0.29	0.11	0.26	0	0.62	0.01	0.03	0.39	0.01	0.7	0.25	0.32	0.62	0.61	0.88	0.78	0.53	0.73	0.57	0.9	0.96	-	-	-	-	-
Gpr84	-	0.2	0.28	0.65	0.52	0.21	0.31	0.24	0.5	0.21	0.37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gpr98	-	0.63	0.71	0.02	0	0	0	0	0	0.83	0	-	-	-	-	-	-	-	-	-	-	-	-	0.89	0.25	0	0	0
Gpx1	-	0	0.21	0.47	0.68	0.19	1	0.77	0.69	0	0	0	0	0	0	0.01	0.17	0.37	0.96	0.18	0.06	0.01	0.02	0	0	0.23	0.08	0.02
Gpx3	-	0.83	0.35	0	0.32	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.04	0	0	0.9
Gpx7	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Gramd1b	-	0.2	0.53	0.04	0.02	0	0	0	0.01	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Greb1l	-	0.15	0.02	0.07	0.01	0	0	0	0.04	0.2	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Grem2	-	0	0	0	0	0	0	0	0.02	0	0	0.9	0.05	0.16	0.12	0.27	0.65	0.87	0.65	0.36	0.91	0.39	0	-	-	0	0	0
Grhl1	-	0	0	0	0	0	0	0	0	0	0	0.86	0.42	0.43	0.36	0	0	0	0	0.04	0.03	0	0	-	-	0	0	0
Gria3	-	0.13	0	0.03	0.07	0.44	0.22	0.59	0.26	0.8	0.5	0.56	0	0.32	0.01	0.63	0.69	0.86	0.71	0.47	0.82	0.94	0.67	0.01	0.4	0	0	0
Grifin	-	0	0	0	0	0	0	0	0	0	0	0.98	0.93	0.07	1	0	0	0	0	0	0	0	0	-	-	-	-	-
Grin3a	-	0	0	0	0	0	0	0	0	0.52	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Grk4	-	0.07	0.07	0.63	0.56	0.61	0.94	0.69	0.01	0	0	0.22	0.16	0.5	0.68	0.7	0.3	0.16	0.28	0.39	0.27	0.12	0.14	-	-	0.01	0.02	0.38
Grm1	-	0.29	0.05	0.18	0	0.49	0.06	0.92	0.07	0.55	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gsta3	-	0.09	0.3	0.07	0	0	0	0	0.01	0	0	0.22	0.58	0.72	0.83	0.01	0.1	0.59	0.56	0.28	0.69	0.74	0.24	-	-	0.99	0.87	0.35
Gulo	-	0	0	0	0	0	0	0	0.01	0	0.27	0.07	0.06	0.05	0.03	0.33	0.07	0.18	0.17	0.05	0.22	0.15	0.11	-	-	0	0	0
Gyltl1b	-	0	0.15	0.02	0	0	0	0	0	0.2	0	0	0.65	0.16	0.92	0	0.02	0.04	0.03	0.24	0.84	0.71	0.36	0.62	0.34	-	-	-
H2-Aa	-	0.69	0.98	0.93	0.05	0.42	0.96	0.57	0.14	0	0.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
H2-Ab1	-	-	-	-	-	-	-	-	-	-	-	0.49	0.65	0.6	0.65	0.19	0.7	0.68	0.76	0.57	0.25	0.38	0.14	-	-	0	0	0
H2-DMa	-	0.55	0.34	0.07	0.6	0.07	0	0.04	0.51	0.56	0.96	0	0	0.03	0.02	0.01	0.58	0.77	0.47	0.71	0.86	0.92	0.23	-	-	0.5	0	0
H2-DMb2	-	0.92	0.07	0.11	0.99	0.01	0.06	0.02	0	0.08	0.59	0.33	0.28	0.08	0.29	0.05	0	0	0	0.81	0	0	0	-	-	0	0.02	0
H2-Eb1	-	0.18	0.02	0.18	0	0.24	0.05	0.02	0	0	0	0.87	0.92	0.69	0.82	0	0.29	0.24	0.31	0	0.27	0.32	0.05	-	-	-	-	-
H2-K1	-	0.11	0.05	0.01	0.05	0.12	0.27	0.65	0.19	0.29	0	0	0	0	0	0.61	0.72	0.7	0.9	0.19	0.87	0.72	0.01	0.25	0.91	0.31	0.91	0.2
H2-M3	-	0.06	0.48	0.51	0.68	0.11	0.07	0.36	0.38	0	0.01	0.03	0.05	0.15	0.01	0.41	0.54	0.6	0.93	0.1	0.9	0.59	0.2	-	-	0	0.18	0.02
Has3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Haus4	-	0.03	0	0.83	0	0	0	0	0.27	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Hdac9	-	0.97	0.62	0.41	0.05	0.86	0.06	0.4	0.33	0.01	0	0.49	0.62	0.15	0.13	0.75	0.31	0.09	0.39	0.38	0.42	0.12	0	-	-	-	-	-
Hecw2	-	0.06	0.02	0.06	0	0.91	0.2	0.12	0.02	0.02	0.96	0.14	0.87	0.33	0.72	0.76	0.82	0.48	0.86	0.65	0.63	0.53	0.58	-	-	-	-	-
Heph	-	0.01	0.96	0.03	0	0	0.34	0	0.02	0.41	0.24	0.21	0.72	0.81	0.73	0.89	0.92	0.98	0.91	0.44	0.72	0.74	0.96	0.33	0.26	0	0.62	0.53
Hey1	-	0	0	0	0	0	0	0	0.01	0.03	0.78	0	0	0	0	0	0.04	0.14	0.31	0.08	0.86	0.16	0	0	0	0	0	0
Hhip	-	0.14	0.11	0.01	0.64	0.29	0.49	0	0.64	0.86	0	0.73	0.34	0.88	0.34	0.75	0.9	0.98	0.57	0.98	0.55	0.97	0.32	-	-	0.14	0.01	0
Hint3	-	0	0	0	0.01	0.07	0	0.01	0.03	0	0.99	0.04	0.03	0.01	0.02	0	0	0	0	0	0	0	0	-	-	0.28	0.26	0.71
Hlcs	-	0.06	0	0	0	0	0	0	0	0	0	0.41	0.1	0.17	0.11	0	0	0	0	0	0	0	0	0.88	0.87	0	0	0
