Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Col22a1	-	0	0.01	0.02	0	0	0	0	0.09	0.01	0.45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.02	0.01
Col24a1	-	0	0.02	0	0	0	0.19	0	0	0.01	0	0.34	0.4	0.32	0.95	0.48	0.49	0.05	0.99	0.14	0.61	0.04	0.15	-	-	-	-	-
Col27a1	-	0	0	0	0	0	0	0	0	0	0	0.08	0.01	0	0	0.01	0.52	0.91	0.01	0.01	0.03	0.94	0.05	-	-	-	-	-
Col2a1	-	0	0	0	0	0	0	0	0	0	0	0.86	0	0.76	0.26	0	0	0	0	0	0	0	0	0.92	0.95	0	0	0
Col3a1	-	0	0	0	0	0	0	0	0	0	0	0.53	0	0.05	0.05	0.05	0.05	0.06	0.08	0.14	0.05	0.05	0.07	0.09	0.07	0	0	0
Col4a1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0
Col4a2	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Col4a4	-	0.64	0.53	0.97	0	0	0	0	0	0	0	0.59	0.82	0.55	0.93	0	0	0	0	0	0	0	0	-	-	0.72	0	0
Col5a1	-	0	0	0	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	0	0	0	0	0	0.75	0.01	0	0	0
Col5a2	-	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0.06	0.17	0.01	0.07	0.03	0.25	0.06	0.02	-	-	0	0	0
Col5a3	-	0.06	0.66	0.9	0.02	0	0.01	0.08	0.8	0.68	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Col6a4	-	0.02	0.64	0.68	0.02	0.04	0.79	0.03	0.97	0.71	0.88	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Col7a1	-	0.99	0.34	0.56	0.72	0.82	0.98	0.49	0.65	0.19	0.04	0.13	0.45	0.16	0.01	0.77	0.18	0.58	0.12	0.9	0.65	0.6	0.1	-	-	0	0.21	0.2
Col8a1	-	0	0	0	0.72	0	0.01	0.01	0.54	0	0.08	0	0.01	0.01	0	0.92	0.01	0.03	0.08	0.01	0.04	0.02	0	-	-	0	0	0
Col8a2	-	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0.01	-	-	-	-	-
Col9a1	-	0.03	0.63	0.05	0.01	0.58	0.01	0.48	0.59	0.02	0	0.81	0.12	0.43	0.04	0.9	0.97	0.77	0.88	0.71	0.8	0.76	0.76	0.04	0.6	0	0	0
Colgalt2	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Copz2	-	0.03	0.26	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0
Coro1a	-	0.01	0.99	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0.25	0.07	0.48
Coro1c	-	0.11	0.05	0.32	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0.11	0	0	0	0	0	0	0	0
Coro2a	-	0.69	0.04	0	0.01	0	0.56	0	0.01	0.34	0.01	0.31	0.7	0.87	0.3	0.81	0.99	0.84	0.77	0.16	0.97	0.58	0.02	-	-	0	0.01	0.05
Cp	-	0	0	0	0	0	0	0	0	0	0	0.89	0.88	0.02	0.78	0	0	0	0	0	0	0	0	0.03	0.03	0	0	0
Cpne4	-	0.47	0.43	0.56	0.38	0.08	0.55	0.28	0.88	0.02	0.42	0.24	0.08	0.11	0.64	0.19	0.89	0.82	0.03	0.02	0.38	0.59	0	-	-	-	-	-
Cpq	-	0.97	0.14	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Cpxm1	-	0	0	0	0	0	0.08	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0.61
Cpz	-	0	0	0	0	0	0	0	0	0	0	0.13	0.18	0.22	0.46	0	0	0	0	0	0	0	0	-	-	0	0	0
Crabp1	-	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0
Crabp2	-	0.02	0.18	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crebl2	-	0.47	1	0.37	0.11	0.28	0.06	0	0.03	0	0	0.05	0.9	0.77	0.2	0.84	0.9	0.88	0.81	0.05	0.38	0.34	0.15	0.04	0.64	-	-	-
Creg2	-	0.06	0.57	0.18	0.1	0.02	0.54	0.25	0.69	0.59	0.11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Crim1	-	0	0	0	0	0	0	0	0	0	0	0.92	0.18	0	0.63	0	0	0	0	0	0	0	0	-	-	0	0	0
Crip1	-	0.02	0.55	0.16	0.38	0.01	0.49	0	0.02	0	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.08	0	0.28
Crisp2	-	0.64	0.52	0.69	0.79	0.54	0.3	0.53	0.04	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.33	0.23	0.54
Crispld2	-	0	0.27	0.54	0	0	0	0	0	0.01	0	0.01	0.02	0.08	0.01	0	0.12	0.07	0	0.02	0.18	0.07	0.06	-	-	-	-	-
Crlf1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Cryaa	-	0	0	0	0	0	0	0	0	0	0	0.39	0.52	0	0.2	0	0	0	0	0	0	0	0	-	-	0	0	0
Cryab	-	0	0	0	0	0	0	0	0	0	0	0.39	0.47	0	0.87	0	0	0	0	0	0	0	0	-	-	0	0	0
Cryba1	-	0	0	0	0	0	0	0	0	0	0	0.5	0.61	0	0.58	0	0	0	0	0	0	0	0	0.66	0.37	0	0	0
Cryba2	-	0	0	0	0	0	0	0	0	0	0	0.16	0.1	0.48	0.12	0	0	0	0	0	0	0	0	-	-	0	0	0
Cryba4	-	0	0	0	0	0	0	0	0	0	0	0.44	0.31	0.96	0.43	0	0	0	0	0	0	0	0	-	-	0	0	0
Crybb1	-	0	0	0	0	0	0	0	0	0	0	0.26	0.19	0.92	0.26	0	0	0	0	0	0	0	0	-	-	0	0	0
Crybb2	-	0	0	0	0	0	0	0	0	0	0	0.99	0.92	0.17	0.9	0	0	0	0	0	0	0	0	-	-	0	0	0
Crybg3	-	0	0	0	0	0	0	0.01	0	0.21	0	0.1	0	0.19	0	0.99	0.87	0.96	0.91	0.32	0.97	0.93	1	0	0	0	0.68	0.12
Cryga	-	0	0	0	0	0	0	0	0	0	0	0.66	0.59	0.71	0.65	0	0	0	0	0	0	0	0	-	-	0	0	0
Crygb	-	0	0	0	0	0	0	0	0	0	0	0.04	0.11	0.55	0.55	0	0	0	0	0	0	0	0	0.29	0.14	0	0	0
Crygc	-	0	0	0	0	0	0	0	0	0	0	0.28	0.79	0	0.67	0	0	0	0	0	0	0	0	0.16	0	0	0	0
Crygd	-	0	0	0	0	0	0	0	0	0	0	0.19	0.29	0.89	0.36	0	0	0	0	0	0	0	0	-	-	0	0	0
Cryge	-	-	-	-	-	-	-	-	-	-	-	0.01	0.28	0	0.01	0	0	0	0	0	0	0	0	0	0	-	-	-
Crygf	-	0	0.02	0	0	0	0	0	0	0	0	0.95	0.94	0.93	0.99	0	0	0	0	0	0	0	0	-	-	0	0	0
Crygn	-	0	0	0	0	0	0	0	0	0	0	0.33	0.07	0.01	0.1	0	0	0	0	0	0	0	0	0.52	0.03	0	0	0
Crygs	-	0	0	0	0	0	0	0	0	0	0	0.71	0.69	0.18	0.67	0	0	0	0	0	0	0	0	-	-	0	0	0
Crym	-	0	0	0.24	0	0	0	0	0.93	0	0	0.43	0.16	0	0.17	0	0	0	0	0	0	0	0	-	-	0.21	0.47	0.65
Csad	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.05	0.05	0.03
Csf1	-	0.76	0.39	0.6	0.63	0.31	0.96	0.1	0.09	0.34	0.99	0.51	0.5	0.47	0.02	0.74	0.46	0.16	0.13	0.75	0.24	0.44	0.26	-	-	0.49	0	0.02
Csf2rb	-	0.72	0.97	0.29	0.03	0.13	0.4	0.64	0.03	0.31	0.1	0.68	0.87	0.37	0.87	0.35	0.13	0.13	0.02	0	0.09	0.73	0	-	-	-	-	-
Csf2rb2	-	0.5	0.63	0.49	0.42	0.79	1	0.3	0.23	0.4	0.89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.86	0	0
Csf3r	-	-	-	-	-	-	-	-	-	-	-	0.28	0.28	0.14	0.78	0.45	0.35	0.61	0.8	0.4	0.65	0.78	0.65	-	-	-	-	-
Csgalnact1	-	0	0	0	0.05	0.01	0.07	0.01	0	0	0.41	0.45	0.44	0.86	0.3	0.35	0.39	0.31	0.16	0.11	0.23	0.46	0	-	-	0.39	0.85	0.24
Csmd2	-	0.85	0.67	0.93	0	0	0	0	0	0.73	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Csn3	-	0	0	0.05	0.37	0.54	0.91	0.46	0.42	0.08	0.51	0	0.47	0.03	0.17	0.82	0.49	0.44	0.38	0.6	0.73	0.49	0.88	-	-	0.8	0.2	0.39
Cspg4	-	0.01	0.08	0.92	0.21	0.16	0.26	0.17	0.67	0.28	0.83	0	0	0	0	0.97	0.29	0.69	0.59	0.58	0.56	0.81	0.01	0	0	0.02	0.09	0
Cspg5	-	0	0	0	0	0	0	0	0	0	0.01	0.83	0.22	0.63	0.33	0	0	0	0	0	0	0	0	-	-	0	0	0
Cstb	-	0.47	0.05	0.16	0.25	0.07	0.67	0.4	0.05	0.11	0.02	0	0	0	0	0.22	0.32	0.8	0.96	0.41	0.63	0.94	0.7	0.01	0	0	0.06	0.01
Ctf1	-	0.31	0.05	0.08	0.44	0.66	0.08	0.45	0.4	0	0	0.26	0.11	0.39	0.08	0.05	0.04	0	0	0	0	0	0	-	-	0	0	0
Ctgf	-	0.2	0.03	0.01	0.42	0.33	0.56	0.01	0	0	0	0.01	0.11	0.15	0.45	0.34	0.96	0.62	0.02	0	0	0	0	0.05	0	0.02	0	0
Cthrc1	-	0	0	0	0	0	0	0	0.02	0	0.63	0	0	0	0	0.52	0	0.37	0.03	0	0.57	0.98	0.09	0	0.12	-	-	-
Ctla2b	-	0.01	0.15	0.19	0.52	0.04	0.36	0.07	0.06	0	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.44	0.12	0.23
Ctnna2	-	0	0	0.33	0	0	0	0	0	0	0.02	0.05	0.7	0.21	0.67	0	0	0	0	0	0	0	0	0.27	0.26	0	0	0
Ctps	-	0.15	0.72	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.03
Ctsc	-	0	0.44	0.48	0.37	0.33	0.02	0.09	0.01	0.34	0	0.74	0.15	0.86	0.38	0.15	0.63	0.97	0.63	0.92	0.73	0.88	0.64	-	-	0.45	0	0
Ctsd	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	1	0.75	0.6	0.4	0.92	0.89	0.29	-	-	0	0	0
Ctsf	-	0	0	0	0	0	0	0	0	0	0	0.26	0.36	0.15	0.14	0	0	0	0	0	0	0	0	0.45	0.52	0.03	0	0.78
Ctsh	-	0.01	0.09	0.05	0.01	0.06	0	0.1	0	0	0	0.46	0.46	0.3	0.21	0.66	0.15	0.1	0.06	0.71	0.38	0.45	0.01	-	-	0.02	0	0
Ctss	-	0.01	0	0.01	0	0.59	0.39	0.15	0.45	0.52	0.81	0.88	0.99	0	0.77	0.46	0.66	0.99	0.66	0.2	1	0.88	0.57	-	-	0	0.71	0.46
Cubn	-	0.22	0.04	0	0	0	0.06	0	0.01	0	0	0.99	0.84	0.92	0.15	0.89	0.44	0.82	0.85	0.01	0	0.01	0.08	-	-	0.21	0.17	0.19
Cux2	-	0.48	0.51	0.49	0	0	0	0	0	0	0	0.88	0.99	0.53	0.95	0.91	0.75	0.93	0.77	0.25	0.72	0.72	0.58	0.55	0.81	0	0.17	0.23
Cx3cr1	-	0	0.09	0.11	0	0.04	0.08	0.69	0.6	0.7	0.23	0.11	0.08	0.02	0.13	0.12	0.1	0.16	0.07	0.12	0.05	0.08	0.01	-	-	0.09	0.02	0.06
Cxcl1	-	0.25	0.82	0.97	0.02	0	0.99	0	0	0	0	0.02	0.65	0.64	0.53	0.52	0.74	0.56	0.78	0.82	0.42	0.74	0.34	-	-	0.29	0.59	0
Cxcl12	-	0	0	0	0	0	0	0	0	0	0	0	0.08	0.1	0.08	0.12	0.09	0.1	0.2	0.08	0.09	0.09	0.94	0.65	0.4	0	0	0
Cxcl16	-	0.09	0.51	0.76	0.66	0.44	0.26	0.49	0	0.03	0.41	0.2	0.48	0.49	0.36	0.16	0.38	0.42	0.57	0.73	0.49	0.58	0.52	-	-	-	-	-
Cxcl2	-	0.9	0.97	0.78	0.93	0.78	0.23	0.92	0.57	0.09	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cxcl3	-	0.19	0.62	0.76	0.4	0.87	0.18	0.79	0.9	0.5	0.43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cxcl5	-	0.27	0	0.95	0.77	0.11	0.12	0.18	0.64	0.17	0.24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.54	0.21	0.17
Cxcr4	-	0	0	0	0.22	0	0	0	0.15	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	-	-	0	0	0.1
Cxx1c	-	0.01	0.82	0.01	0	0	0	0.01	0	0	0	0.62	0.03	0.01	0.02	0	0	0	0	0	0	0	0	-	-	0.23	0.06	0.06
Cyb561a3	-	0.01	0.52	0.38	0.42	0.17	0.06	0.37	0.82	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cyba	-	0.02	0	0	0	0	0.71	0.17	0.12	0	0	0	0	0	0	0	0.03	0.19	0.25	0.06	0	0	0.01	-	-	0.92	0.25	0.16
Cybrd1	-	0.08	0.02	0.01	0.01	0	0	0	0	0	0	0.61	0.72	0.17	0.93	0.49	0.9	0.22	0.12	0.01	0	0	0.05	-	-	0	0	0.02
Cyp1b1	-	0.08	0.03	0	0	0	0	0	0	0	0	0	0	0.3	0.01	0.15	0.17	0.29	0.33	0.5	0.45	0.38	0.25	0.1	0.06	0.19	0.02	0.46
Cyp20a1	-	0.58	0.75	0.49	0.01	0.23	0.93	0.04	0	0.4	0.41	0.62	0.52	0.29	0.66	0.2	0.66	0.81	0.92	0.22	0.91	0.45	0.23	0.33	0.45	-	-	-
Cyp2j13	-	0.58	0.83	0.45	0.08	0.17	0.46	0.04	0	0.02	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cyp4f14	-	-	-	-	-	-	-	-	-	-	-	0.76	0.52	0.65	0.76	0.71	0.42	0.6	0	0	0	0	0	-	-	-	-	-
Cyp4f18	-	-	-	-	-	-	-	-	-	-	-	0.66	0.56	0.81	0.42	0.1	0.43	0.99	0.45	0	0.14	0.01	0.93	-	-	-	-	-
Cyp4v3	-	0	0	0	0	0	0	0	0	0	0	0.84	0.31	0	0.15	0	0	0	0	0	0	0	0	0.56	0.01	0	0	0
Cyr61	-	0	0	0	0	0	0	0	0	0	0.57	0.11	0	0.05	0.03	0.28	0.51	0.31	0.61	0.3	0	0.61	0.99	0.28	0.48	0.21	0.89	0.03
Cys1	-	0	0	0.02	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.02
Cyth4	-	-	-	-	-	-	-	-	-	-	-	0.03	0.09	0.02	0.25	0.19	0.82	0.66	0.94	0.58	0.68	0.66	0.42	0.01	0.02	-	-	-
Cytip	-	0.31	0.17	0.39	0.71	0.05	0.29	0.12	0.29	0.17	0.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0.47	0.38
D130020L05Rik	-	0	0.02	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D3Ertd751e	-	0.54	0.96	0.44	0	0.16	0.91	0	0.03	0.73	0.05	0	0.35	0.64	0.36	1	0.94	0.86	0.9	0.9	0.86	0.81	0.66	-	-	-	-	-
D430020J02Rik	-	0.09	0.17	0.41	0	0	0	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D630024D03Rik	-	0.57	0.17	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D630045J12Rik	-	0	0.02	0	0	0	0	0	0	0.05	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
D7Ertd715e	-	0.01	0.13	0	0	0.82	0.01	0.7	0.83	0.1	0.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Daam2	-	0.32	0.02	0	0	0	0	0	0	0.82	0	0	0	0.22	0.26	0.94	0.92	0.84	0.91	0.95	0.91	0.99	0.98	0	0.01	-	-	-
Dab1	-	0.3	0.34	0.2	0	0.01	0	0.03	0.04	0	0	0.43	0	0.14	0.04	0.05	0.75	0.41	0.02	0.02	0	0.01	0.01	0	0.01	0	0	0
Dab2	-	0	0	0	0	0	0	0	0	0	0	0	0.72	0.01	0.41	0	0	0	0	0	0	0	0	0.05	0.01	0.25	0.27	0.95
Dapk1	-	0	0	0.3	0.04	0	0	0.01	0.35	0.05	0	0.13	0.01	0.09	0	0.48	0.47	0.42	0.23	0.29	0.34	0.44	0.42	0.06	0.08	0.01	0	0.02
Dapl1	-	0.03	0.02	0.02	0	0	0	0	0	0	0	0.62	0.01	0.33	0.15	0	0	0	0	0	0	0	0	0.05	0.18	-	-	-
Dbf4	-	0.01	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	-	-	0.07	0	0
Dbndd2	-	0.51	0.21	0.81	0	0	0.02	0	0	0	0	0.57	0.41	0.11	0.34	0.91	0.76	0.91	0.9	0.55	0.64	0.53	0.18	0.05	0.43	0.03	0	0
Dbp	-	0.09	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dck	-	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.01	0.2	0.4	0.48	0.21	0.44	0.2	0.25	0.15	0.04	0.04	0.11	0.17	0
Dclk1	-	0	0	0	0	0	0.07	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Dclk2	-	0	0.04	0.02	0.01	0	0	0	0.2	0.04	0	0	0	0	0.65	0	0	0	0	0	0	0	0	-	-	-	-	-
Dct	-	0.27	0	0.06	0.05	0	0	0	0	0	0	0.51	0.32	0.63	0	0.7	0.44	0.81	0.34	0.4	0.87	0.65	0.59	0.86	0.29	0	0	0
Ddb2	-	0.25	0.73	0.18	0.01	0	0	0	0.09	0	0	0.51	0.41	0.62	0.5	0.09	0.59	0.15	0	0	0	0	0.01	-	-	0	0	0
Ddx10	-	0.77	0.09	0.03	0.02	0	0.03	0	0	0	0.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ddx11	-	0.18	0.71	0.01	0	0	0.18	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ddx26b	-	0	0	0	0	0	0	0	0	0	0.02	0.82	0.86	0.49	0.39	0	0	0.13	0.24	0.2	0.63	0.65	0.92	0	0	0	0	0
Ddx39	-	0.01	0.07	0.9	0	0	0	0	0	0	0	0	0	0	0	0.78	0.95	0.96	0.98	0.92	0.94	0.87	0.98	0	0	0	0	0
Ddx58	-	0.13	0	0	0.15	0.39	0.17	0.75	0.02	0.1	0	0	0.83	0.21	0.65	0.77	0.81	0.58	0.52	0.11	0.84	0.68	0.55	-	-	-	-	-
Defb11	-	0.01	0.25	0.65	0.39	0.84	0.5	0.53	0.86	0.01	0.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.16	0.03
Defb9	-	0.97	0.99	0.77	0.63	0.07	0	0.4	0	0	0.07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Dennd1c	-	-	-	-	-	-	-	-	-	-	-	0.08	0.55	0.57	0.57	0.21	0.25	0.28	0.11	0.15	0.19	0.09	0.22	-	-	-	-	-
Depdc1a	-	0.29	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.41	0.64	0.43	0.19	0.71	0.91	0.55	-	-	0	0	0
