Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Slc22a8	-	0.7	0.18	0.48	0	0.05	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0.18	0.16
Slc24a2	-	0.4	0.83	0.54	0.01	0.01	0.22	0	0.57	0	0	0.05	0.16	0.11	0.09	0.05	0.03	0.04	0	0	0	0	0	-	-	-	-	-
Slc24a3	-	0.82	0.71	0.39	0	0.03	0	0	0.12	0	0	0.08	0.32	0.39	0.45	0	0	0	0	0	0	0	0	-	-	0.1	0.01	0.01
Slc25a10	-	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Slc25a23	-	0	0	0	0	0	0	0	0	0	0	0.5	0.6	0.64	0.35	0.03	0.07	0.02	0.01	0.01	0	0	0	-	-	0	0	0
Slc25a24	-	0	0.05	0.14	0.59	0	0	0	0	0.82	0	0.49	0.51	0.58	0.26	0.28	0.48	0.81	0.19	0.32	0.68	0.58	0.22	0	0.01	0	0	0
Slc25a25	-	0.97	0.81	0.99	0	0	0	0	0.48	0.09	0	0.02	0.5	0.69	0.89	0.42	0.65	0.98	0.65	0.3	0.41	0.89	0.31	-	-	0	0	0
Slc25a30	-	0.76	0.24	0.02	0	0	0.09	0	0	0.66	0	0	0.01	0.01	0.01	0.02	0.03	0.03	0.01	0.06	0.08	0.08	0.01	-	-	0.02	0.49	0.4
Slc25a37	-	0	0	0	0.04	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc25a45	-	0.38	0.44	0.11	0.32	0.18	0.65	0.89	0.12	0.34	0.15	0.02	0.02	0	0.01	0	0.05	0.72	0.02	0.01	0.03	0.28	0.04	-	-	0.18	0.02	0.07
Slc25a53	-	0.02	0.02	0.54	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc26a11	-	0	0	0	0	0	0	0	0.16	0	0	0.29	0.01	0	0	0.56	0.44	0.89	0.65	0.77	0.42	0.85	0.61	0	0	-	-	-
Slc26a4	-	0.65	0.96	0.21	0.67	1	0.97	0.69	0.02	0	0	0.96	0.55	0.44	0.48	0.36	0.5	0.26	0.8	0.72	0.27	0.23	0	-	-	-	-	-
Slc2a1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.03	0	0	0	0	0
Slc2a6	-	-	-	-	-	-	-	-	-	-	-	0.32	0.48	0.88	0.55	0.34	0.65	0.45	0.45	0.32	0.88	0.64	0.77	-	-	-	-	-
Slc35e4	-	0.73	0.28	0.18	0.2	0.04	0.05	0.01	0.04	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.38	0.42
Slc35f3	-	0.07	0	0	0	0	0	0	0	0	0	0.83	0.89	0.02	0.75	0	0	0	0	0	0	0	0	-	-	-	-	-
Slc36a1	-	0.52	0.73	0.89	0.99	0.42	0.75	0.15	0.05	0	0	0.1	0.58	0.96	0.4	0.59	0.8	0.73	0.99	0.88	0.81	0.62	0.82	-	-	-	-	-
Slc37a2	-	0.08	0	0.22	0.35	0.44	0.07	0.55	0.66	0.01	0.59	0.01	0.33	0.07	0.1	0.74	0.92	0.44	0.81	0.51	0.98	1	0.87	-	-	0.06	0.44	0.49
Slc37a4	-	0	0	0	0	0	0	0	0	0	0	0	0.47	0.04	0.07	0.27	0.43	0.4	0.69	0	0.59	0.24	0.32	0.68	0.08	0	0	0
Slc38a2	-	0.87	0.9	0.88	0.62	0.63	0.59	0.14	0	0.02	0	0.04	0.1	0.55	0.07	0.81	0.49	0.42	0.33	0.83	0.16	0.13	0.2	0.03	0.22	0.09	0.06	0.01
Slc38a3	-	0	0	0	0	0	0	0	0	0	0	0.77	1	0.41	0.99	0	0	0	0	0	0	0	0	-	-	0	0	0
Slc38a4	-	0.29	0.03	0	0.84	0	0.09	0.04	0.01	0	0.29	0	0	0	0	0.97	0.96	0.93	0.66	0.99	0.87	0.87	0.55	0	0	0	0	0
Slc39a12	-	0.26	0.35	0.3	0.33	0.94	0	0.67	0.01	0	0	0.03	0.35	0.12	0.23	0.53	0.84	0.82	0.59	0.11	0	0	0	-	-	-	-	-
Slc39a14	-	0.09	0.07	0.56	0	0	0.01	0	0.16	0.44	0.06	0	0.24	0.23	0.69	0.51	0.44	0.93	0.95	0.85	0.72	0.83	0.17	-	-	0.75	0.13	0.05
Slc39a8	-	0	0	0	0.03	0	0.11	0	0	0	0	0	0	0	0	0.96	0.66	0.88	0.57	0.96	0.85	0.99	0.82	0	0.01	0.07	0.2	0.01
Slc43a3	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.99	0	0
Slc4a7	-	0.92	0.11	0.35	0.16	0	0.02	0	0	0	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.87	0.06	0
Slc51b	-	1	0.77	0.13	0.14	0.26	0.08	0.32	0.12	0.3	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc52a3	-	0.35	0.18	0.66	0.12	0.41	0.81	0.25	0.56	0.31	0.94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.9	0.15	0.12
Slc5a5	-	0.99	0.54	0.21	0.54	0.62	0.25	0.93	0	0	0.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Slc6a15	-	0	0.05	0.04	0	0	0	0	0	0.33	0	0.18	0.56	0.21	0.18	0	0	0	0	0.02	0	0	0	-	-	0	0	0
Slc6a20a	-	0.91	0.84	0.85	0.83	0.98	0.97	0.07	0.27	0.18	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slc6a8	-	0.06	0.15	0	0	0	0.01	0	0.15	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.14	0.04	0.03
Slc7a2	-	0	0	0	0	0	0	0	0	0	0	0.81	0.8	0.51	0.57	0	0	0	0	0	0	0	0	-	-	0	0	0.01
Slc7a4	-	0.72	0.69	0	0	0	0	0	0	0	0	0.62	0.97	0.64	0.68	0	0	0	0	0	0	0	0	-	-	0	0	0
Slc7a8	-	0	0	0	0	0	0	0	0	0	0	0.62	0.43	0.38	0.56	0	0	0	0	0	0	0	0	-	-	0	0	0
Slc9a5	-	0.07	0.05	0.27	0.11	0.04	0	0	0.62	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	0.55	0.12	-	-	-
Slco2a1	-	0.04	0.03	0.08	0.66	0.69	0.35	0.81	0	0.53	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.38	0	0
Slco4a1	-	0.93	0.37	0.63	0.11	0.15	0.04	0.28	0.44	0.01	0	0.27	0.03	0.28	0.21	0.01	0.07	0.14	0.09	0.26	0.09	0.35	0.07	0.04	0.09	-	-	-
Slfn1	-	0.73	0.56	0.94	0.11	0.94	0.28	0.08	0.68	0.62	0.03	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Slfn2	-	0.89	0.63	0.83	0.15	0.12	0.08	0.16	0.28	0.92	0.41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0.08
Slfn8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.13	0	0.05
Slfn9	-	0.99	0.02	0	0	0	0	0	0.11	0	0	0.07	0	0	0.2	0.79	0.29	0.31	0.87	0.97	0.52	0.66	0.94	0.32	0	-	-	-
Slit3	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Smc2	-	0.45	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0.02	0	0	0
Smc4	-	0.88	0.04	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.03	0	0
Smco3	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smim3	-	0	0	0.06	0	0.27	0	0.78	0	0.11	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Smpdl3a	-	0	0	0	0.29	0.09	0	0.03	0.15	0.05	0	0.22	0.31	0.76	0.39	0.01	0.06	0.01	0	0	0	0.01	0.01	-	-	0	0	0
Smpdl3b	-	0	0	0	0	0	0	0	0	0	0	0.04	0.6	0.2	0.54	0	0	0	0	0	0	0	0	0.09	0	0	0	0
Smtn	-	0.04	0.02	0.63	0.82	0.54	0.07	0.02	0.27	0	0.46	0.64	0.19	0.02	0.62	0	0	0.03	0	0	0	0.01	0	0	0	0.02	0	0
Smurf1	-	0.3	0.27	0.24	0.01	0	0	0	0.28	0	0	0	0.05	0.04	0.02	0.76	0.95	0.7	0.44	0.6	0.81	0.99	0.81	0.05	0.01	-	-	-
Snai1	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-
Snrpd1	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Snx29	-	0.1	0.11	0.2	0.3	0	0.32	0	0	0.03	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0.16	-	-	-
Snx31	-	0.18	0.13	0.27	0.06	0.7	0.7	0.16	0.14	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Snx32	-	0.03	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Snx7	-	0	0	0	0	0	0	0	0.04	0	0	0.24	0.17	0.07	0.06	0.75	0.54	0.15	0.12	0.61	0.42	0.28	0.15	-	-	-	-	-
Snx9	-	0.36	0.14	0.98	0	0.01	0	0	0.01	0.01	0	0.07	0.61	0.39	0.12	0.14	0.12	0.04	0.01	0.06	0.02	0.01	0	0.19	0.73	0	0	0
Socs1	-	0.6	0.41	0.04	0	0.75	0.88	0.39	0.98	0.13	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0
Socs2	-	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0.03	0	0	0	0
Socs3	-	0	0.01	0.01	0	0	0.35	0.03	0.09	0.87	0.1	0.13	0.58	0.89	0.49	0.03	0.01	0.09	0.03	0.45	0	0.05	0.08	0	0.03	0	0.93	0.01
Socs5	-	0.69	0.38	0.78	0	0.58	0	0.04	0.03	0.26	0.66	0.42	0.93	0.36	0.24	0	0.03	0.02	0.01	0	0.01	0	0	0.65	0.86	0.52	0	0
Sohlh1	-	-	-	-	-	-	-	-	-	-	-	0.94	0.35	0.53	0.25	0	0	0	0	0	0.07	0.04	0	-	-	-	-	-
