Symbol	Rank	DevE10.5(PVal)affy430	DevE11.5(PVal)affy430	DevE12.5(PVal)affy430	DevE16.5(PVal)affy430	DevE17.5(PVal)affy430	DevE19.5(PVal)affy430	DevP0(PVal)affy430	DevP2(PVal)affy430	DevP56(PVal)affy430	DevP28Epi(PVal)affy430	DevE9.5a(PVal)lumi2	DevE9.5b(PVal)lumi2	DevE10.5a(PVal)lumi2	DevE10.5b(PVal)lumi2	DevP4(PVal)lumi2	DevP8(PVal)lumi2	DevP12(PVal)lumi2	DevP20(PVal)lumi2	DevP30(PVal)lumi2	DevP42(PVal)lumi2	DevP52(PVal)lumi2	DevP60(PVal)lumi2	DevE9.5(PVal)lumi1	DevE10.25(PVal)lumi1	DevE15.5(PVal)affy430a	DevP0a(PVal)affy430a	DevP0b(PVal)affy430a
Nat8l	-	0	0.25	0.17	0	0.02	0.35	0	0.55	0.98	0.42	0.01	0.21	0.05	0.62	0.51	0.12	0.17	0.58	0.16	0.78	0.91	0.05	0.56	0.07	-	-	-
Nav1	-	0	0	0	0.02	0.49	0.54	0.44	0	0.5	0	0.03	0.34	0.03	0.03	0	0	0	0	0.03	0.02	0.02	0.06	0.85	0	-	-	-
Nav3	-	0	0	0	0.01	0.01	0	0.01	0	0.12	0.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nbeal2	-	0.3	0.01	0.09	0.63	0.62	0.28	0.78	0.76	0.08	0.94	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ncapd2	-	0.26	0.69	0	0	0	0	0	0	0	0	0.85	0.04	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
Ncapg	-	0.69	0.01	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.03	0.47
Ncapg2	-	0.58	0.05	0	0	0	0.01	0	0	0	0	0.07	0.01	0	0	0.66	0.65	0.67	0.53	0.71	0.58	0.52	0.54	0	0	0.04	0.19	0
Ncaph	-	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Nceh1	-	0	0	0.04	0.92	0.3	0.78	0.02	0	0.18	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ncf1	-	0	0.03	0.22	0.03	0.23	0.77	0.34	0.91	0.49	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ncf4	-	0.33	0.46	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Nckap5	-	0	0	0	0	0	0.29	0	0.02	0.02	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ncs1	-	0.06	0.23	0.17	0.02	0	0.01	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ndc1	-	0.61	0.46	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Ndc80	-	0.03	0.41	0	0	0	0	0	0	0	0	0	0	0.01	0.8	0	0	0	0	0	0	0	0	0	0	0.23	0	0
Ndnf	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ndp	-	0	0.01	0.05	0	0.01	0.01	0.02	0.15	0.32	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.21	0.07	0.02
Ndufa1	-	0	0	0	0	0	0	0	0	0.35	0	0	0.08	0	0.01	0	0	0	0	0	0	0	0	0.11	0	0	0	0
Ndufa4l2	-	0.79	0.39	0.58	0	0	0.05	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Necab1	-	0	0	0	0	0	0	0	0	0	0	0.24	0.76	0.02	0.13	0	0.19	0.11	0.38	0	0.27	0.22	0.5	-	-	-	-	-
Nedd1	-	0.03	0.05	0	0	0	0	0	0.04	0	0	0.08	0.1	0	0	0.1	0.04	0.04	0.02	0.11	0.01	0.01	0.01	0.02	0.27	0.01	0.14	0.01
Negr1	-	0	0	0	0.19	0	0.03	0	0.54	0	0.01	0.29	0.84	0.84	0.8	0.67	0.75	0.92	0.48	0.61	0.77	0.64	0.74	-	-	-	-	-
Neil3	-	0.85	0.59	0.39	0	0	0.27	0	0.85	0	0	0.01	0	0	0	0.63	0.8	0.39	0.57	0.51	0.53	0.21	0.04	-	-	0	0.26	0.24
Nek2	-	0.01	0.18	0.02	0	0	0	0	0	0	0	0	0.01	0	0.03	0.19	0.26	0.35	0.5	0.22	0.31	0.63	0.12	-	-	0	0	0
Nek6	-	0	0.3	0.26	0	0.01	0	0	0	0	0.02	0.25	0.06	0.13	0.12	0.81	0.35	0.63	0.71	0.71	0.64	0.68	0.98	0.52	0.34	0	0.05	0.11
Nes	-	0.76	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0.01
Net1	-	0.13	0	0	0	0	0	0	0	0	0	0.64	0.52	0.91	0.91	0.04	0.05	0.05	0.05	0.06	0.07	0.05	0.06	0.66	0.36	0	0	0
Neurl1a	-	0.6	0.34	0.76	0.61	0.01	0.72	0	0	0.1	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.09	0.03	0.02
Neurl1b	-	0.04	0.02	0.04	0.71	0	0.07	0	0.22	0.42	0.24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Neurog2	-	0	0	0	0.02	0.01	0.08	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.05	0.06
Nfam1	-	0.18	0.08	0.43	0	0	0	0	0	0.57	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Nfatc1	-	0.33	0.3	0.92	0.01	0.01	0.01	0.01	0.01	0.86	0.18	0.99	0.72	0	0.04	0.68	0.86	0.99	0.93	0.65	0.97	0.94	0.19	0.03	0.34	0.09	0	0.24
Nfix	-	0	0	0	0	0	0	0	0.08	0	0	0.26	0.22	0.16	0.1	0.01	0	0	0	0	0	0	0	-	-	0	0	0.04
Nfkb1	-	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0
Nfkb2	-	0.01	0.06	0.08	0	0	0	0	0	0	0.72	0	0.44	0.01	0	0.34	0.66	0.45	0.73	0.78	0.48	0.77	0.64	-	-	0	0	0
Nfkbia	-	0	0	0	0.16	0.77	0.26	0.11	0.29	0.18	0.15	0.01	0	0	0.01	0.04	0.11	0.52	0.84	0.91	0.14	0.35	0.01	0	0	0	0	0
Nfkbie	-	0.6	0.82	0.6	0.36	0.34	0.09	0.74	0.07	0.24	0.42	0.08	0.1	0.31	0.39	0.11	0.45	0.48	0.42	0.34	0.94	0.39	0.23	-	-	0.29	0.25	0.2
Nfkbiz	-	0.12	0.12	0.55	0.11	0.03	0	0	0.13	0	0	0.44	0	0	0	0.67	0.8	0.95	0.68	0.95	0.39	0.77	0.56	0.02	0.04	0.13	0.01	0
Ngf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.04	0.5
Nid1	-	0	0	0	0	0	0	0	0	0	0	0.17	0.02	0	0.02	0	0	0	0	0	0	0	0	-	-	0	0	0
Nid2	-	0.03	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.1	0	0
Nin	-	0	0	0	0	0.02	0.19	0	0.35	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0
Nipal1	-	0.47	0.75	0.43	0.89	0.77	0.47	0.94	0.91	0.27	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nkain1	-	0	0	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.02	0	0
Nkd2	-	0.02	0.52	0.27	0.25	0.49	0	0.48	0.05	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.49
Nlrc3	-	0.57	0.45	0.47	0.07	0.07	0.3	0.02	0	0	0.78	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nlrc5	-	0.24	0.69	0.88	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nmnat3	-	0.09	0.04	0.53	0.56	0.46	0.76	0.48	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.07	0.57	0
Nobox	-	0.36	0.35	0.4	0	0	0	0	0.06	0.5	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.05	0	0
Nop58	-	0.67	0.96	0.63	0.02	0	0.19	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Notch4	-	0.01	0	0.03	0	0.31	0	0.59	0.6	0	0	0.13	0	0	0	0.01	0	0	0	0	0	0	0	0.28	0.26	0	0	0
Npas4	-	-	-	-	-	-	-	-	-	-	-	0.57	0	0	0.26	0	0.17	0.39	0.4	0.02	0.14	0.18	0	-	-	-	-	-
Npm1	-	0.8	0.51	0.09	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.1	0.04
Npnt	-	0	0	0	0	0	0	0	0	0	0	0.02	0.07	0.05	0	0.69	0.93	0.94	0.97	0.7	0.93	0.87	0.66	0	0	0	0	0
Npr1	-	0.02	0.64	0.16	0.57	0	0	0	0	0	0	0.79	0.46	0.72	0.39	0.28	0.48	0.18	0.22	0.05	0.59	0.83	0	-	-	-	-	-
Nptx1	-	0.32	0.28	0.29	0.01	0.2	0	0.44	0.43	0.01	0.92	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.01	0
Nptx2	-	0	0.54	0.74	0.74	0.38	0.03	0.38	0.52	0.08	0.33	0	0.91	0	0.34	0.79	0.34	0.21	0.39	0.19	0.37	0.12	0.11	-	-	0.22	0.27	0
Nr1h4	-	0.76	0.23	0.15	0.77	0.96	0.23	0.22	0	0.03	0.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nradd	-	0.83	0.88	0.07	0	0	0	0	0.01	0	0	0	0	0	0	0	0.06	0	0.01	0	0	0	0	-	-	-	-	-
Nrarp	-	0	0	0.06	0.31	0.01	0.06	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.04	0.26
Nrep	-	0	0	0	0	0	0.07	0.19	0.3	0.08	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.4	0	0.03
Nrg1	-	-	-	-	-	-	-	-	-	-	-	0.44	0.11	0.21	0.17	0.73	0.83	0.25	0.92	0.35	0.97	0.21	0.26	0.04	0.01	-	-	-
Nrm	-	0.15	0.03	0.61	0.03	0	0.1	0	0.64	0	0.2	0	0.01	0	0	0	0	0	0	0	0	0	0	0.1	0.05	0.49	0.01	0
Nrp2	-	0	0	0	0	0	0	0	0	0	0	0.53	0.01	0.72	0	0.35	0.39	0.63	0.84	0.68	0.34	0.83	0.38	0.66	0.89	0	0	0
Nrros	-	0.88	0.99	0.78	0.19	0.92	0.45	0.78	0	0	0.22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.37	0.01	0
Nsg1	-	0	0	0	0	0	0	0	0	0	0	0.14	0.6	0.94	0.23	0.01	0.18	0.03	0.36	0.12	0.12	0.15	0.11	0.67	0.22	0.67	0.09	0.46
Nsl1	-	0.01	0.13	0.3	0	0	0	0	0.01	0	0	0.85	0.17	0.11	0.29	0.19	0.32	0.42	0.33	0.31	0.48	0.4	0.32	-	-	-	-	-
Nt5dc2	-	0	0	0	0.01	0	0.09	0.25	0.02	0	0.53	0	0.87	0	0.2	0.29	0.07	0.21	0.16	0.32	0.76	0.82	0.25	0.4	0.38	0	0	0
Ntrk3	-	0	0.03	0.04	0	0	0	0	0.01	0	0	0.04	0	0	0.01	0	0.03	0.2	0.12	0.01	0.3	0.35	0.02	-	-	0.31	0.3	0.82
Nudt13	-	0	0.25	0	0.02	0.01	0.06	0	0	0	0	0.21	0.17	0.55	0.21	0.52	0.44	0.82	0.39	0.58	0.59	0.8	0	0.94	0.46	0	0.2	0.03
Nudt4	-	0.01	0.14	0.05	0.01	0.13	0.97	0.16	0.44	0.01	0.72	0	0	0	0	0.78	0.35	0.37	0.68	0	0.12	0.03	0.35	-	-	0	0	0
Nudt6	-	0	0	0	0	0	0	0	0.01	0	0	0.17	0.14	0.51	0.91	0.54	0.75	0.41	0.21	0.08	0.94	0.44	0.47	-	-	0.11	0.48	0.45
Nuf2	-	0.44	0.01	0	0	0	0	0	0.72	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.62	0	0
Nup43	-	0.28	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0
Nup62	-	0.03	0.14	0.03	0	0	0	0	0	0	0	0.54	0.78	0	0	0.53	0	0	0	0	0	0	0	0	0	0.17	0.5	0.13
Nusap1	-	0.92	0.38	0	0	0	0	0	0.02	0	0	0.54	0.2	0	0.28	0	0	0	0	0	0	0	0	0.08	0	0.76	0.17	0.01
Nxph3	-	0.2	0.45	0.17	0.77	0.24	0.42	0.96	0.38	0	0.99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Nyx	-	0.59	0.52	0.96	0	0	0	0	0	0	0	0.79	0.7	0.7	1	0	0	0	0	0	0	0	0	-	-	-	-	-
Oasl1	-	0.35	0.11	0.09	0.27	0.07	0	0.36	0.01	0.7	0.97	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oasl2	-	0.55	0.98	0.88	0.01	0.02	0	0.05	0.7	0.04	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.01	0.88	0.57
Oca2	-	0.39	0	0	0	0	0	0	0	0	0	0.95	0.84	0.88	0.66	0	0	0	0.01	0	0	0	0	-	-	0	0	0
Ogn	-	0	0	0.09	0	0	0	0	0	0	0	0.02	0.04	0.59	0.12	0	0	0	0	0	0	0	0	-	-	0	0	0
Ogt	-	0.02	0.33	0.71	0	0.24	0.04	0.05	0	0.05	0.87	0.01	0	0	0	0.8	0.36	0.48	0.35	0.99	0.49	0.59	0.14	0	0	0	0.02	0.04
Oip5	-	0.01	0.29	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-
Olfm2	-	-	-	-	-	-	-	-	-	-	-	0.67	0.68	0.67	0.62	0.8	0.84	0.61	0.18	0.82	0.84	0.83	0	-	-	-	-	-
Olfm4	-	0	0	0	0.91	0	0.76	0	0	0.01	0.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Olfml2b	-	0.01	0.38	0.08	0.05	0.22	0.88	0.18	0.05	0.02	0.65	0	0	0.04	0.02	0.11	0.04	0.03	0.62	0.13	0.24	0.17	0.48	0.05	0.04	0	0	0
Oplah	-	0.76	0.75	0.07	0	0	0	0	0	0	0	0.61	0.44	0.97	0.49	0.01	0	0	0	0	0	0	0	-	-	0.04	0	0.09
Orc1	-	0.06	0.33	0.69	0.25	0.57	0.09	0.23	0.34	0.18	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Osbp2	-	0.36	0.07	0	0	0	0	0	0	0	0	0.51	0.68	0.96	0.64	0	0	0	0	0	0	0	0	-	-	-	-	-
Osbpl2	-	0	0	0	0.12	0.8	0.5	0.62	0.52	0	0	0.03	0	0	0.03	0	0.77	0.06	0.06	0	0	0	0.01	0	0.01	0.84	0	0
Osbpl5	-	0.66	0	0	0	0.07	0	0.06	0.13	0	0	0.01	0	0	0	0.36	0.4	0.25	0.34	0.11	0.2	0.26	0.23	0	0	0.09	0.81	0.48
Osm	-	0.78	0.92	0.43	0.47	0.7	0.9	0.21	0.03	0.6	0.57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Osmr	-	0.73	0.81	0.83	0	0	0	0	0.1	0	0	0.48	0.09	0.04	0.84	0.1	0.32	0.97	0.87	0.64	0.49	0.05	0	-	-	0	0	0
Otoa	-	0.49	0.28	0.22	0.55	0.06	0.66	0.13	0.3	0.29	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Otop3	-	0.96	0.02	0.09	0.2	0.28	0.36	0.11	0	0.69	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Oxtr	-	0.19	0.22	0.73	0.38	0.15	0.15	0.17	0.9	0.2	0.35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
P2rx5	-	0.22	0.77	0.01	0.67	0.07	0.95	0	0	0	0.01	0.46	0.69	0.54	0.69	0.34	0.72	0.82	0.31	0	0	0.01	0	-	-	-	-	-
P2rx6	-	0.41	0.14	0.42	0.99	0.74	0.33	0.51	0.01	0	0.68	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0.01
P2ry6	-	0.03	0.55	0.32	0.01	0.65	0.73	0.28	0.02	0.01	0.08	0.67	0.5	0	0.28	0.69	0.81	0.62	0.71	0.78	0.73	0.66	0.76	0.11	0.02	0.05	0.34	0.85
P4ha1	-	0	0	0	0	0	0	0	0	0	0	0.99	0.4	0.06	0.93	0	0	0	0	0	0	0	0	0.74	0.44	0	0	0
P4ha2	-	0	0	0	0.01	0	0	0	0	0	0	0.5	0.32	0.18	0.75	0	0	0	0	0	0	0	0	0.02	0.27	0	0	0.01
Pabpc1l	-	0.56	0.57	0.89	0	0.13	0	0	0	0.01	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Padi2	-	0.02	0.14	0.06	0	0	0	0	0.46	0.07	0.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.1	0.54	0.12
Padi3	-	0.33	0.83	0.8	0.36	0.46	0.91	0.14	0.75	0.82	0.28	0.02	0.08	0.1	0.01	0.22	0.73	0.65	0.93	0.69	0.53	0.56	0.68	-	-	-	-	-
Padi4	-	0.92	0.67	0.67	0.11	0.08	0.06	0.55	0.2	0.19	0.77	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.31	0.02
Pak1	-	0.01	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.44	0.37	0.21	0.4	0.2	0.5	0.52	0.98	0.01	0.04	0.04	0	0.02
Palm	-	0.13	0	0	0	0	0	0	0	0	0.01	0.01	0.18	0	0.82	0	0	0	0	0	0	0	0	-	-	0	0.08	0.15
Pam	-	0.89	0.73	0.7	0.1	0.04	0.03	0.1	0	0.87	0	0	0	0	0	0.79	0.89	0.95	0.75	0.11	0.37	0.36	0.36	-	-	0	0	0
Pank1	-	0	0.18	0.16	0.01	0	0	0	0.06	0.05	0	0.1	0.25	0.26	0.01	0.67	0.34	0.46	0.6	0.77	0.55	0.6	0.47	-	-	0.05	0.66	0.12
Panx1	-	0.76	0.06	0	0	0	0	0	0	0	0	0.24	0.18	0.83	0.41	0.05	0.08	0.04	0.03	0.04	0.03	0.03	0.03	0.01	0	0	0	0
Paqr4	-	0.39	0.22	0.01	0.01	0	0	0	0.29	0.02	0.56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.3	0.32
Paqr7	-	0.64	0.12	0	0	0	0	0	0	0	0	0.27	0.19	0.86	0.12	0	0	0	0	0	0	0	0	-	-	0	0	0
Paqr8	-	0	0.01	0	0.02	0.02	0.27	0	0	0	0.05	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Park7	-	0.78	0.66	0.09	0.01	0	0	0	0	0	0	0.01	0.84	0.01	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
Parp14	-	0.26	0.16	0.08	0	0	0	0	0.01	0.18	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.16	0.26	0.25
Parp9	-	0.19	0.29	0.06	0.62	0.56	0.02	0.96	0.03	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.19	0.78	0.89
Parpbp	-	0.95	0.32	0	0	0	0	0	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Parvb	-	0.01	0.66	0	0.06	0.57	0.58	0.28	0.01	0	0.74	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
Parvg	-	0.03	0.01	0.03	0.95	0.27	0.01	0.72	0.27	0	0.87	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.51	0.2	0.59
Pask	-	0.01	0.02	0.42	0.01	0.03	0	0.01	0.5	0	0.24	0.02	0	0	0	0.85	0.94	0.71	0.91	0.84	0.94	0.71	0.99	0	0	0.4	0	0
Pbk	-	0.6	0.25	0	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0.3	0	0
